census_tract,census_block_group,census_block,census_year,total_pop,hispanic_latino_pop,hispanic_latino_pop_percentage,white_pop,white_pop_percentage,black_or_african_american_pop,black_or_african_american_pop_percentage,american_indian_alaska_native_pop,american_indian_alaska_native_pop_percentage,asian_overall_pop,asian_overall_pop_percentage,native_hawaiian_pacific_islander_pop,native_hawaiian_pacific_islander_pop_percentage,some_other_race_pop,some_other_race_pop_percentage,two_or_more_races_pop,two_or_more_races_pop_percentage
492500,2,2032,2020,127,0,0%,112,88%,3,2%,0,0%,11,9%,0,0%,0,0%,1,1%
492500,2,2033,2020,92,1,1%,79,86%,0,0%,1,1%,4,4%,0,0%,0,0%,7,8%
492500,2,2034,2020,12,1,8%,9,75%,0,0%,0,0%,1,8%,0,0%,0,0%,1,8%
492500,2,2035,2020,270,20,7%,213,79%,12,4%,0,0%,9,3%,0,0%,6,2%,10,4%
492500,2,2036,2020,29,8,28%,16,55%,0,0%,0,0%,5,17%,0,0%,0,0%,0,0%
492500,2,2037,2020,12,2,17%,7,58%,0,0%,0,0%,1,8%,0,0%,0,0%,2,17%
492500,2,2038,2020,26,3,12%,19,73%,0,0%,0,0%,1,4%,1,4%,0,0%,2,8%
492500,2,2039,2020,22,1,5%,18,82%,0,0%,0,0%,1,5%,0,0%,0,0%,2,9%
492500,2,2040,2020,38,0,0%,38,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
492500,2,2041,2020,47,1,2%,46,98%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
492500,2,2042,2020,4,0,0%,3,75%,0,0%,0,0%,0,0%,0,0%,0,0%,1,25%
492500,2,2043,2020,17,4,24%,7,41%,3,18%,1,6%,1,6%,0,0%,0,0%,1,6%
492500,2,2044,2020,17,4,24%,7,41%,2,12%,0,0%,4,24%,0,0%,0,0%,0,0%
492500,2,2045,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
492500,2,2046,2020,6,3,50%,1,17%,0,0%,0,0%,0,0%,0,0%,0,0%,2,33%
492500,2,2047,2020,6,1,17%,3,50%,0,0%,0,0%,0,0%,0,0%,0,0%,2,33%
492500,2,2048,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
492500,2,2049,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
492500,2,2050,2020,18,3,17%,13,72%,0,0%,0,0%,0,0%,0,0%,0,0%,2,11%
492500,2,2051,2020,133,4,3%,125,94%,0,0%,0,0%,3,2%,0,0%,0,0%,1,1%
492500,2,2052,2020,9,0,0%,2,22%,0,0%,0,0%,1,11%,0,0%,0,0%,6,67%
492500,2,2053,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
492500,2,2054,2020,3,0,0%,1,33%,0,0%,0,0%,1,33%,0,0%,0,0%,1,33%
492500,2,2055,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
492500,2,2056,2020,13,0,0%,4,31%,0,0%,0,0%,9,69%,0,0%,0,0%,0,0%
492500,2,2057,2020,37,0,0%,28,76%,0,0%,0,0%,4,11%,3,8%,0,0%,2,5%
492500,2,2058,2020,143,0,0%,125,87%,0,0%,3,2%,11,8%,0,0%,0,0%,4,3%
492500,2,2059,2020,27,5,19%,19,70%,2,7%,0,0%,0,0%,0,0%,0,0%,1,4%
492500,2,2060,2020,43,2,5%,31,72%,0,0%,0,0%,6,14%,1,2%,0,0%,3,7%
492500,2,2061,2020,99,1,1%,87,88%,0,0%,1,1%,7,7%,0,0%,0,0%,3,3%
492500,2,2062,2020,13,1,8%,12,92%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
492500,2,2063,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
492500,2,2064,2020,0,0,null,0,null,0,null,0,null,0,null,0,null,0,null,0,null
